15,"金岛花园","3室2厅","120平米","http://cq.lianjia.com/chengjiao/CQYB92481820.html","南","中楼层(共8层)","2000塔楼","2016-08-31 00:00:00","4865","58.6"
16,"贝迪新城三期","3室2厅","137平米","http://cq.lianjia.com/chengjiao/CQNA92589675.html","南","高楼层(共32层)","2005塔楼","2016-08-31 00:00:00","7763","106.5"
17,"晋愉盛世融城","2室2厅","87平米","http://cq.lianjia.com/chengjiao/CQDK92535673.html","南","中楼层(共33层)","2011塔楼","2016-08-31 00:00:00","6099","53"
18,"财信城市国际","3室2厅","81平米","http://cq.lianjia.com/chengjiao/CQYB92616849.html","东","高楼层(共33层)","2009塔楼","2016-08-31 00:00:00","9927","80"
19,"东和春天","3室3厅","163平米","http://cq.lianjia.com/chengjiao/CQYB92516207.html","东南","中楼层(共24层)","2006塔楼","2016-08-31 00:00:00","6689","109"
20,"珠江华轩","3室2厅","117平米","http://cq.lianjia.com/chengjiao/CQJL92557321.html","北","低楼层(共20层)","2006塔楼","2016-08-31 00:00:00","6129","72"
21,"协信彩云湖1号","2室2厅","96平米","http://cq.lianjia.com/chengjiao/CQJL92646502.html","南","中楼层(共34层)","2010塔楼","2016-08-31 00:00:00","7193","69"
22,"海洲国际公寓","2室2厅","78平米","http://cq.lianjia.com/chengjiao/CQYB92653532.html","南","中楼层(共18层)","2010塔楼","2016-08-31 00:00:00","7483","58"
23,"时代港湾","3室2厅","118平米","http://cq.lianjia.com/chengjiao/CQJJ92579309.html","西南","低楼层(共33层)","2015塔楼","2016-08-31 00:00:00","6677","79"
24,"万科锦程","3室2厅","96平米","http://cq.lianjia.com/chengjiao/CQYZ92458353.html","东北","低楼层(共34层)","2010塔楼","2016-08-31 00:00:00","12213","117"
25,"聚信广场","3室2厅","85平米","http://cq.lianjia.com/chengjiao/CQJB92540833.html","北","低楼层(共33层)","2008塔楼","2016-08-31 00:00:00","8139","69"
26,"天怡碧桂苑","2室2厅","69平米","http://cq.lianjia.com/chengjiao/CQNA92509413.html","北","中楼层(共30层)","2009塔楼","2016-08-31 00:00:00","8511","58.8"
27,"国瑞城3期","2室2厅","88平米","http://cq.lianjia.com/chengjiao/CQDK92583238.html","北","中楼层(共29层)","2013塔楼","2016-08-31 00:00:00","7844","69"
28,"睿尚MOHO","2室1厅","65平米","http://cq.lianjia.com/chengjiao/CQYB92638199.html","北","中楼层(共33层)","2010塔楼","2016-08-31 00:00:00","8866","58"
29,"西西里","2室2厅","76平米","http://cq.lianjia.com/chengjiao/CQJJ92539287.html","南","高楼层(共33层)","2013塔楼","2016-08-31 00:00:00","5002","38"
30,"华宇广场","4室2厅","154平米","http://cq.lianjia.com/chengjiao/CQSP92603769.html","东北","高楼层(共31层)","2002塔楼","2016-08-31 00:00:00","8907","137"
31,"珠江国际","2室2厅","89平米","http://cq.lianjia.com/chengjiao/CQJB92638727.html","西南","中楼层(共39层)","2013塔楼","2016-08-31 00:00:00","8836","79"
32,"梧桐公馆","3室2厅","99平米","http://cq.lianjia.com/chengjiao/CQYB92648629.html","西 西南","低楼层(共32层)","2012塔楼","2016-08-31 00:00:00","7944","79"
33,"麒龙山水","1室1厅","50平米","http://cq.lianjia.com/chengjiao/CQBN92655128.html","南","高楼层(共20层)","2005塔楼","2016-08-31 00:00:00","5956","30"
34,"志龙玖嘉怡","3室2厅","91平米","http://cq.lianjia.com/chengjiao/CQJL92654149.html","南","低楼层(共33层)","2010塔楼","2016-08-31 00:00:00","5484","50"
35,"棕榈泉四期","3室2厅","181平米","http://cq.lianjia.com/chengjiao/CQYB90581183.html","西北","中楼层(共33层)","2013板楼","2016-08-31 00:00:00","9558","173"
36,"上品拾陆","1室1厅","69平米","http://cq.lianjia.com/chengjiao/CQYB89480108.html","东","中楼层(共35层)","2007塔楼","2016-08-31 00:00:00","8110","55.8"
37,"亚太商谷","1室0厅","37平米","http://cq.lianjia.com/chengjiao/CQNA91036419.html","东北","中楼层(共30层)","2008塔楼","2016-08-31 00:00:00","7463","27.5"
38,"朵力品道","2室2厅","85平米","http://cq.lianjia.com/chengjiao/CQDK91494681.html","南","低楼层(共33层)","2010塔楼","2016-08-31 00:00:00","7065","60"
39,"彩云印象","2室2厅","86平米","http://cq.lianjia.com/chengjiao/CQJL92085610.html","东","中楼层(共33层)","Nav","2016-08-31 00:00:00","5827","50"
40,"雅居乐国际花园","3室2厅","141平米","http://cq.lianjia.com/chengjiao/CQNA92175388.html","南 北","高楼层(共6层)","2012板楼","2016-08-31 00:00:00","9730","137.4"
41,"棕榈泉四期","3室2厅","181平米","http://cq.lianjia.com/chengjiao/CQYB92332972.html","西南","中楼层(共33层)","2013板楼","2016-08-31 00:00:00","10497","190"
42,"嘉华鑫城","2室2厅","76平米","http://cq.lianjia.com/chengjiao/CQYZ92600413.html","东北","低楼层(共34层)","2007塔楼","2016-08-31 00:00:00","8636","65.9"
43,"海天花园","2室2厅","103平米","http://cq.lianjia.com/chengjiao/CQBN92618983.html","南","高楼层(共17层)","2008板楼","2016-08-31 00:00:00","4478","46"
44,"招商江湾城","3室2厅","134平米","http://cq.lianjia.com/chengjiao/CQJB92635609.html","东北","中楼层(共27层)","2010板楼","2016-08-31 00:00:00","9702","130"
45,"鲁能星城星城汇","4室2厅","155平米","http://cq.lianjia.com/chengjiao/CQYB92641761.html","北","低楼层(共33层)","2014板塔结合","2016-08-31 00:00:00","8284","128"
46,"锦绣花园","2室2厅","81平米","http://cq.lianjia.com/chengjiao/CQJJ92651126.html","东南","中楼层(共32层)","2002塔楼","2016-08-31 00:00:00","4646","37.8"
47,"东原D7四期","3室2厅","110平米","http://cq.lianjia.com/chengjiao/CQJB92616678.html","北","高楼层(共26层)","2013塔楼","2016-08-31 00:00:00","8865","97.8"
48,"首创十方界峰度","3室2厅","121平米","http://cq.lianjia.com/chengjiao/CQYB92622152.html","东北","中楼层(共33层)","2010塔楼","2016-08-31 00:00:00","6571","79.5"
49,"沛鑫四季香山小区","2室2厅","83平米","http://cq.lianjia.com/chengjiao/CQJL92647542.html","东南","高楼层(共34层)","2009塔楼","2016-08-31 00:00:00","6345","52.5"
50,"融侨苹果城","2室2厅","81平米","http://cq.lianjia.com/chengjiao/CQNA92601497.html","南","高楼层(共33层)","2008塔楼","2016-08-31 00:00:00","7821","63"
51,"伟岸摩登堡","2室2厅","60平米","http://cq.lianjia.com/chengjiao/CQYB92640090.html","南","低楼层(共16层)","2009塔楼","2016-08-31 00:00:00","10855","65"
52,"雍江翠璟","2室2厅","91平米","http://cq.lianjia.com/chengjiao/CQYZ92416185.html","东南","低楼层(共32层)","2012塔楼","2016-08-30 00:00:00","9893","89.8"
53,"半山壹号","1室0厅","40平米","http://cq.lianjia.com/chengjiao/CQBN92508171.html","南","高楼层(共31层)","2010板塔结合","2016-08-30 00:00:00","4857","19.5"
54,"华润中央公园","2室2厅","81平米","http://cq.lianjia.com/chengjiao/CQJB91034806.html","西","低楼层(共24层)","2010塔楼","2016-08-30 00:00:00","8111","66"
55,"北城国际中心","2室2厅","82平米","http://cq.lianjia.com/chengjiao/CQYB91373566.html","北","高楼层(共33层)","2010塔楼","2016-08-30 00:00:00","8191","67"
56,"水木年华湖上","3室2厅","126平米","http://cq.lianjia.com/chengjiao/CQJJ90590862.html","南 北","高楼层(共6层)","2007板楼","2016-08-30 00:00:00","4187","52.6"
57,"富力城春天里B区","3室2厅","109平米","http://cq.lianjia.com/chengjiao/CQSP90680122.html","东南","中楼层(共31层)","2010板楼","2016-08-30 00:00:00","5490","59.6"
58,"保利椰风半岛","3室2厅","88平米","http://cq.lianjia.com/chengjiao/CQYB91823193.html","西南","低楼层(共31层)","2011塔楼","2016-08-30 00:00:00","9084","80"
59,"魅力晶城","2室2厅","80平米","http://cq.lianjia.com/chengjiao/CQJJ92166827.html","北","高楼层(共18层)","2006塔楼","2016-08-30 00:00:00","3704","29.5"
60,"古渡春色","2室2厅","59平米","http://cq.lianjia.com/chengjiao/CQDK92016566.html","南","中楼层(共33层)","2012塔楼","2016-08-30 00:00:00","6262","37"
61,"棕榈泉三期","3室2厅","189平米","http://cq.lianjia.com/chengjiao/CQYB92368237.html","西南","低楼层(共31层)","2009塔楼","2016-08-30 00:00:00","11619","220"
62,"两代一家","2室2厅","80平米","http://cq.lianjia.com/chengjiao/CQYB92380929.html","北","低楼层(共28层)","2008塔楼","2016-08-30 00:00:00","7924","63.5"
63,"江枫美岸","2室1厅","78平米","http://cq.lianjia.com/chengjiao/CQSP92576110.html","北","高楼层(共33层)","2007塔楼","2016-08-30 00:00:00","8444","66"
64,"古渡春色","1室1厅","52平米","http://cq.lianjia.com/chengjiao/CQDK92493045.html","西南","低楼层(共25层)","2012塔楼","2016-08-30 00:00:00","5297","27.5"
65,"鲁能星城星城汇","4室2厅","202平米","http://cq.lianjia.com/chengjiao/CQYB92631439.html","南","高楼层(共48层)","2015塔楼","2016-08-30 00:00:00","8057","162.5"
66,"长安华都","3室2厅","152平米","http://cq.lianjia.com/chengjiao/CQYB92389983.html","南","中楼层(共18层)","2001塔楼","2016-08-30 00:00:00","6300","95.8"
67,"上品拾陆","1室1厅","60平米","http://cq.lianjia.com/chengjiao/CQYB92421977.html","西","中楼层(共37层)","2008塔楼","2016-08-30 00:00:00","8781","52.5"
68,"智汇江南","2室2厅","89平米","http://cq.lianjia.com/chengjiao/CQNA92458420.html","南","低楼层(共34层)","2010塔楼","2016-08-30 00:00:00","7145","63.8"
69,"升伟新民居小区","3室2厅","128平米","http://cq.lianjia.com/chengjiao/CQSP92540735.html","西南","低楼层(共18层)","2002塔楼","2016-08-30 00:00:00","5470","70"
70,"龙湖观蓝","3室2厅","102平米","http://cq.lianjia.com/chengjiao/CQSP92616769.html","北","中楼层(共10层)","2013板塔结合","2016-08-30 00:00:00","5251","53.6"
71,"棕榈泉四期","3室2厅","175平米","http://cq.lianjia.com/chengjiao/CQYB91889781.html","西北","中楼层(共33层)","2013板楼","2016-08-30 00:00:00","13177","231"
72,"蓝溪谷地","5室2厅","103平米","http://cq.lianjia.com/chengjiao/CQSP92105292.html","东北","高楼层(共6层)","2006板楼","2016-08-30 00:00:00","12652","130"
73,"天泰金地广场","1室1厅","53平米","http://cq.lianjia.com/chengjiao/CQDK92447774.html","南","高楼层(共28层)","2005塔楼","2016-08-30 00:00:00","5807","30.5"
74,"天骄年华","3室2厅","141平米","http://cq.lianjia.com/chengjiao/CQSP92335594.html","东","低楼层(共18层)","2002板楼","2016-08-30 00:00:00","7513","106"
75,"协信天骄城","3室2厅","94平米","http://cq.lianjia.com/chengjiao/CQJL92590716.html","北","低楼层(共31层)","2009塔楼","2016-08-30 00:00:00","8006","75"
76,"平安摩卡城市","2室2厅","86平米","http://cq.lianjia.com/chengjiao/CQJB92596423.html","西南","高楼层(共33层)","2008塔楼","2016-08-30 00:00:00","8517","73"
77,"海棠晓月A区","3室2厅","122平米","http://cq.lianjia.com/chengjiao/CQNA92632615.html","南","中楼层(共11层)","2005塔楼","2016-08-30 00:00:00","7790","95"
78,"老米市街","2室2厅","54平米","http://cq.lianjia.com/chengjiao/CQJJ92648697.html","南 北","中楼层(共7层)","1990板楼","2016-08-30 00:00:00","2365","12.88"
79,"春风与湖","2室2厅","84平米","http://cq.lianjia.com/chengjiao/CQJL92606848.html","南","高楼层(共33层)","2013塔楼","2016-08-30 00:00:00","7930","66.6"
80,"雅豪丽景","2室2厅","90平米","http://cq.lianjia.com/chengjiao/CQSP92622127.html","东南","高楼层(共30层)","2006塔楼","2016-08-30 00:00:00","6617","59.8"
81,"绿地翠谷","2室2厅","96平米","http://cq.lianjia.com/chengjiao/CQYB92646710.html","南","高楼层(共6层)","2006板塔结合","2016-08-30 00:00:00","6230","60"
82,"珠江彩世界","1室0厅","58平米","http://cq.lianjia.com/chengjiao/CQJL92639297.html","东北","高楼层(共24层)","2005塔楼","2016-08-30 00:00:00","5043","29"
83,"协信公馆","2室2厅","108平米","http://cq.lianjia.com/chengjiao/CQYZ92302561.html","南","中楼层(共41层)","2014塔楼","2016-08-29 00:00:00","8981","96.8"
84,"恒大绿洲","4室2厅","157平米","http://cq.lianjia.com/chengjiao/CQJL92530074.html","南","中楼层(共32层)","2010塔楼","2016-08-29 00:00:00","8399","131.8"
85,"协信星都会","2室2厅","65平米","http://cq.lianjia.com/chengjiao/CQYB92533933.html","南","低楼层(共33层)","2014塔楼","2016-08-29 00:00:00","7335","47.65"
86,"金科十年城北区","2室2厅","77平米","http://cq.lianjia.com/chengjiao/CQJB89490391.html","南","低楼层(共34层)","2013塔楼","2016-08-29 00:00:00","7429","57"
87,"银座花苑","3室2厅","113平米","http://cq.lianjia.com/chengjiao/CQJB90622187.html","南","低楼层(共32层)","2007塔楼","2016-08-29 00:00:00","5401","61"
88,"龙湖源著北区","3室2厅","144平米","http://cq.lianjia.com/chengjiao/CQYB91534396.html","南","高楼层(共33层)","2011塔楼","2016-08-29 00:00:00","8326","120"
89,"盛美居","2室2厅","84平米","http://cq.lianjia.com/chengjiao/CQYZ90429533.html","南","高楼层(共34层)","2011塔楼","2016-08-29 00:00:00","5318","44.5"
90,"招商江湾城","4室2厅","174平米","http://cq.lianjia.com/chengjiao/CQJB90450870.html","南","低楼层(共32层)","2011板楼","2016-08-29 00:00:00","9194","160"
91,"绿地勃朗廷岭上","4室2厅","131平米","http://cq.lianjia.com/chengjiao/CQYB91002715.html","南","低楼层(共33层)","2010塔楼","2016-08-29 00:00:00","5040","66"
92,"黄山大道东","4室2厅","125平米","http://cq.lianjia.com/chengjiao/CQYB91955171.html","南","低楼层(共6层)","2010塔楼","2016-08-29 00:00:00","10102","126.68"
93,"棕榈泉四期","4室2厅","181平米","http://cq.lianjia.com/chengjiao/CQYB92048798.html","北","高楼层(共33层)","2013板楼","2016-08-29 00:00:00","11602","210"
94,"中渝梧桐郡","2室2厅","97平米","http://cq.lianjia.com/chengjiao/CQYB91782547.html","南","中楼层(共32层)","2015塔楼","2016-08-29 00:00:00","7470","72.5"
95,"青青佳苑南苑","2室2厅","92平米","http://cq.lianjia.com/chengjiao/CQNA92210908.html","南","低楼层(共12层)","2004塔楼","2016-08-29 00:00:00","7101","65"
96,"星韵满庭","2室2厅","83平米","http://cq.lianjia.com/chengjiao/CQJJ92248161.html","南","高楼层(共33层)","2009塔楼","2016-08-29 00:00:00","5091","42"
97,"诺丁阳光","3室2厅","82平米","http://cq.lianjia.com/chengjiao/CQSP92396047.html","西北","高楼层(共26层)","2009塔楼","2016-08-29 00:00:00","9120","75"
98,"协信城","3室2厅","69平米","http://cq.lianjia.com/chengjiao/CQNA92541725.html","东南","低楼层(共32层)","2012塔楼","2016-08-29 00:00:00","10935","75"
99,"海棠晓月C区","2室2厅","88平米","http://cq.lianjia.com/chengjiao/CQNA92571253.html","南","中楼层(共32层)","2008塔楼","2016-08-29 00:00:00","6851","60"
100,"诺丁阳光","3室1厅","96平米","http://cq.lianjia.com/chengjiao/CQSP92593425.html","东南","高楼层(共30层)","2009塔楼","2016-08-29 00:00:00","7708","74"
101,"财信沙滨城市","2室2厅","83平米","http://cq.lianjia.com/chengjiao/CQSP92384701.html","东北","中楼层(共32层)","2014塔楼","2016-08-29 00:00:00","7923","66"
102,"卫生局家属院","3室2厅","169平米","http://cq.lianjia.com/chengjiao/CQJJ92497164.html","西南","中楼层(共8层)","Nav","2016-08-29 00:00:00","2786","47"
103,"天一新城","4室2厅","169平米","http://cq.lianjia.com/chengjiao/CQYB92515360.html","西","中楼层(共24层)","2005塔楼","2016-08-29 00:00:00","5310","90"
104,"东原D8公馆","1室0厅","34平米","http://cq.lianjia.com/chengjiao/CQJB92526085.html","北","高楼层(共32层)","2015板塔结合","2016-08-29 00:00:00","7399","25"
105,"山千院东苑","2室2厅","74平米","http://cq.lianjia.com/chengjiao/CQNA92605485.html","东南","低楼层(共34层)","2013塔楼","2016-08-29 00:00:00","7722","57.3"
106,"融创御锦","3室2厅","134平米","http://cq.lianjia.com/chengjiao/CQYB92527776.html","东南","中楼层(共32层)","2012塔楼","2016-08-29 00:00:00","7319","98"
107,"龙凤云州","2室1厅","52平米","http://cq.lianjia.com/chengjiao/CQSP92648972.html","西南","低楼层(共32层)","2010塔楼","2016-08-29 00:00:00","8198","43"
108,"华宇上院","3室2厅","98平米","http://cq.lianjia.com/chengjiao/CQYB92513129.html","西北","中楼层(共11层)","2014板楼","2016-08-29 00:00:00","7984","78"
109,"国际社区观园二期","2室2厅","76平米","http://cq.lianjia.com/chengjiao/CQNA92398952.html","南","低楼层(共33层)","2012塔楼","2016-08-29 00:00:00","8172","62.5"
110,"上品拾陆","2室1厅","69平米","http://cq.lianjia.com/chengjiao/CQYB92507117.html","东北","中楼层(共35层)","2007塔楼","2016-08-29 00:00:00","9535","65.6"
111,"棕榈泉四期","4室2厅","175平米","http://cq.lianjia.com/chengjiao/CQYB92540538.html","西北","高楼层(共33层)","2013板楼","2016-08-29 00:00:00","9657","169"
112,"绿洲龙城","1室1厅","36平米","http://cq.lianjia.com/chengjiao/CQNA92618807.html","南","高楼层(共18层)","2004塔楼","2016-08-29 00:00:00","7912","28.5"
113,"五园湾","4室2厅","149平米","http://cq.lianjia.com/chengjiao/CQBN92630322.html","东南","高楼层(共24层)","2009塔楼","2016-08-29 00:00:00","5163","77"
114,"东和春天","3室2厅","136平米","http://cq.lianjia.com/chengjiao/CQYB92635119.html","北","高楼层(共18层)","2006塔楼","2016-08-29 00:00:00","7482","102"
115,"万达广场铭邸","2室2厅","85平米","http://cq.lianjia.com/chengjiao/CQNA92577482.html","东","中楼层(共33层)","2009塔楼","2016-08-29 00:00:00","8720","73.9"
116,"天江鼎城博园","4室2厅","167平米","http://cq.lianjia.com/chengjiao/CQYB92047594.html","南","高楼层(共18层)","2008板楼","2016-08-29 00:00:00","7499","125"
117,"欧鹏K城","1室0厅","33平米","http://cq.lianjia.com/chengjiao/CQJB92181893.html","北","低楼层(共32层)","2007塔楼","2016-08-29 00:00:00","9431","31.5"
118,"嘉和苑","2室2厅","95平米","http://cq.lianjia.com/chengjiao/CQSP92213367.html","西北","高楼层(共12层)","2003板楼","2016-08-29 00:00:00","6197","58.6"
119,"中天阳光美地","4室3厅","196平米","http://cq.lianjia.com/chengjiao/CQNA92275594.html","东南","低楼层(共5层)","2005板楼","2016-08-29 00:00:00","9126","178.8"
120,"东原D7四期","3室2厅","101平米","http://cq.lianjia.com/chengjiao/CQJB92389451.html","南","低楼层(共33层)","2013塔楼","2016-08-29 00:00:00","9677","98"
121,"东和春天","3室2厅","137平米","http://cq.lianjia.com/chengjiao/CQYB92415476.html","南","低楼层(共18层)","2006塔楼","2016-08-29 00:00:00","8626","118"
122,"兰湖天","2室2厅","87平米","http://cq.lianjia.com/chengjiao/CQNA92181245.html","南","高楼层(共11层)","2009板楼","2016-08-29 00:00:00","7094","61.7"
123,"曼哈顿小区","2室2厅","61平米","http://cq.lianjia.com/chengjiao/CQBN92405269.html","西南","高楼层(共33层)","2009塔楼","2016-08-29 00:00:00","6659","40.5"
124,"龙湖春森彼岸","3室2厅","96平米","http://cq.lianjia.com/chengjiao/CQJB91486017.html","南","低楼层(共38层)","2008塔楼","2016-08-29 00:00:00","8764","84"
125,"阳光华庭","3室2厅","133平米","http://cq.lianjia.com/chengjiao/CQNA91868140.html","东","高楼层(共11层)","2002板塔结合","2016-08-29 00:00:00","5698","75.5"
126,"华润中央公园","3室2厅","122平米","http://cq.lianjia.com/chengjiao/CQJB91915788.html","西南","高楼层(共33层)","2016塔楼","2016-08-29 00:00:00","9156","112"
127,"华夏城一区","4室2厅","171平米","http://cq.lianjia.com/chengjiao/CQYB91743529.html","南","低楼层(共28层)","2011塔楼","2016-08-29 00:00:00","4212","72"
128,"龙湖源著北区","3室2厅","120平米","http://cq.lianjia.com/chengjiao/CQYB92468770.html","西","高楼层(共33层)","2011塔楼","2016-08-29 00:00:00","9249","111.3"
129,"半山华府","2室2厅","81平米","http://cq.lianjia.com/chengjiao/CQJB92597738.html","南","中楼层(共31层)","2012塔楼","2016-08-29 00:00:00","9297","75.5"
130,"雪梨澳乡","3室2厅","68平米","http://cq.lianjia.com/chengjiao/CQSP92626770.html","东","高楼层(共31层)","2005板楼","2016-08-29 00:00:00","7650","52"
131,"中天阳光美地","3室2厅","147平米","http://cq.lianjia.com/chengjiao/CQNA92644083.html","南","中楼层(共6层)","2005板楼","2016-08-29 00:00:00","8165","120"
132,"富力城春天里B区","2室2厅","81平米","http://cq.lianjia.com/chengjiao/CQSP92574021.html","北","中楼层(共24层)","2010板楼","2016-08-29 00:00:00","5302","43"
133,"中交香悦岭","3室2厅","96平米","http://cq.lianjia.com/chengjiao/CQDK92638262.html","南","高楼层(共11层)","2013塔楼","2016-08-29 00:00:00","8351","80"
134,"金科黄金海岸","3室2厅","81平米","http://cq.lianjia.com/chengjiao/CQFL92645807.html","东南","高楼层(共34层)","Nav","2016-08-29 00:00:00","7877","63.7"
135,"星韵满庭","2室2厅","83平米","http://cq.lianjia.com/chengjiao/CQJJ92635373.html","南 北","低楼层(共33层)","2009塔楼","2016-08-29 00:00:00","4404","36.6"
136,"美丽山水","2室2厅","113平米","http://cq.lianjia.com/chengjiao/CQSP92195300.html","东北","低楼层(共31层)","2008塔楼","2016-08-28 00:00:00","7020","79"
137,"东海金香庭","3室2厅","120平米","http://cq.lianjia.com/chengjiao/CQNA92230797.html","西","低楼层(共31层)","2004塔楼","2016-08-28 00:00:00","6226","75"
138,"保利江上明珠A2组团","3室2厅","193平米","http://cq.lianjia.com/chengjiao/CQJB92329533.html","南","低楼层(共5层)板楼","Nav","2016-08-28 00:00:00","9303","180"
139,"爱琴庄园","3室2厅","112平米","http://cq.lianjia.com/chengjiao/CQYB92478525.html","西南","中楼层(共12层)","2007板楼","2016-08-28 00:00:00","6921","77.5"
140,"帝豪蓝钻","2室1厅","46平米","http://cq.lianjia.com/chengjiao/CQJL92489492.html","南","低楼层(共21层)","Nav","2016-08-28 00:00:00","7625","35"
141,"诚投天邻风景","3室2厅","125平米","http://cq.lianjia.com/chengjiao/CQJB92520180.html","南","中楼层(共32层)","2008塔楼","2016-08-28 00:00:00","5722","71.6"
142,"海棠晓月怡景天域","2室2厅","185平米","http://cq.lianjia.com/chengjiao/CQNA89906851.html","南","低楼层(共11层)","2005板楼","2016-08-28 00:00:00","5947","110"
143,"象屿两江公元","3室2厅","93平米","http://cq.lianjia.com/chengjiao/CQYB91390006.html","东北","低楼层(共32层)","2012板塔结合","2016-08-28 00:00:00","6871","64"
144,"渝复丽园","2室2厅","86平米","http://cq.lianjia.com/chengjiao/CQYB90526630.html","南","中楼层(共17层)","2000板塔结合","2016-08-28 00:00:00","6776","58"
145,"恒大城天御","2室2厅","74平米","http://cq.lianjia.com/chengjiao/CQBN91785882.html","北","低楼层(共11层)","2009塔楼","2016-08-28 00:00:00","8311","61.6"
146,"棕榈泉三期","3室2厅","160平米","http://cq.lianjia.com/chengjiao/CQYB91749959.html","西南","高楼层(共31层)","2009塔楼","2016-08-28 00:00:00","11234","180"
147,"金科十年城西区","3室2厅","113平米","http://cq.lianjia.com/chengjiao/CQJB89457325.html","西","中楼层(共34层)","2011塔楼","2016-08-28 00:00:00","7615","86.38"
148,"龙湖源著北区","4室2厅","183平米","http://cq.lianjia.com/chengjiao/CQJB90065176.html","西南","低楼层(共8层)","2011塔楼","2016-08-28 00:00:00","12812","234.02"
149,"龙湖观山水","3室1厅","119平米","http://cq.lianjia.com/chengjiao/CQNA91269976.html","西","低楼层(共30层)","2005塔楼","2016-08-28 00:00:00","7411","88"
150,"凤天锦园","3室2厅","147平米","http://cq.lianjia.com/chengjiao/CQSP91038869.html","北","低楼层(共12层)","2006板楼","2016-08-28 00:00:00","6143","90.5"
151,"棕榈泉四期","3室2厅","170平米","http://cq.lianjia.com/chengjiao/CQYB91182072.html","西北","低楼层(共33层)","2013板楼","2016-08-28 00:00:00","10201","173.8"
152,"康田紫悦府","3室2厅","120平米","http://cq.lianjia.com/chengjiao/CQSP92133816.html","南 北","地下室(共12层)","2014塔楼","2016-08-28 00:00:00","7182","86"
153,"爱加西西里","2室2厅","87平米","http://cq.lianjia.com/chengjiao/CQYB91919463.html","东南","低楼层(共24层)","2011塔楼","2016-08-28 00:00:00","7670","67"
154,"龙湖水晶郦城禧苑","3室2厅","121平米","http://cq.lianjia.com/chengjiao/CQYB91966778.html","西北","高楼层(共31层)","2006塔楼","2016-08-28 00:00:00","8254","100"
155,"雅居乐国际花园","4室2厅","146平米","http://cq.lianjia.com/chengjiao/CQNA92150324.html","东南","中楼层(共33层)","2012塔楼","2016-08-28 00:00:00","7663","111.8"
156,"保利花半里","2室2厅","69平米","http://cq.lianjia.com/chengjiao/CQJL92399235.html","南","低楼层(共33层)","2014塔楼","2016-08-28 00:00:00","8430","58"
157,"华润中央公园","2室2厅","81平米","http://cq.lianjia.com/chengjiao/CQJB92462119.html","北","高楼层(共33层)","2016塔楼","2016-08-28 00:00:00","10294","83"
158,"保利高尔夫华庭","3室2厅","111平米","http://cq.lianjia.com/chengjiao/CQYB92489911.html","南","高楼层(共32层)","2011塔楼","2016-08-28 00:00:00","6281","70"
159,"北大资源博雅","2室2厅","83平米","http://cq.lianjia.com/chengjiao/CQYB92513795.html","南","中楼层(共33层)","2014塔楼","2016-08-28 00:00:00","9998","82.5"
